,ID,QUESTION
243,12476874411,"Consider a binary mixture of components 𝐴 and 𝐵 at temperature 𝑇 and pressure 𝑃. Let 𝑉̅ 𝐴 and 𝑉̅ 𝐵 be the partial molar volumes of 𝐴 and 𝐵, respectively. At a certain mole fraction of 𝐴, 𝑥𝐴 ( 𝜕𝑉̅ 𝐴 𝜕𝑥𝐴 ) 𝑇,𝑃 = 22 cm3 mol−1 and ( 𝜕𝑉̅ 𝐵 𝜕𝑥𝐴 ) 𝑇,𝑃 = −18 cm3 mol−1 The value of 𝑥𝐴, rounded off to 2 decimal places, is ________"
244,12476874412,"Consider the steady, uni-directional, fully-developed, pressure-driven laminar flow of an incompressible Newtonian fluid through a circular pipe of inner radius 5.0 cm. The magnitude of shear stress at the inner wall of the pipe is 0.1 N m−2 . At a radial distance of 1.0 cm from the pipe axis, the magnitude of the shear stress, in N m−2 , rounded off to 3 decimal places, is ______"
245,12476874413,"The opposite faces of a metal slab of thickness 5 cm and thermal conductivity 400 W m−1 ℃−1 are maintained at 500 ℃ and 200 ℃. The area of each face is 0.02 m2 . Assume that the heat transfer is steady and occurs only in the direction perpendicular to the faces. The magnitude of the heat transfer rate, in kW, rounded off to the nearest integer, is _______"
246,12476874414,"The capital cost of a distillation column is Rs. 90 lakhs. The cost is to be fully depreciated (salvage value is zero) using the double-declining balance method over 10 years. At the end of two years of continuous operation, the book-value of the column, in lakhs of rupees, rounded off to 1 decimal place, is _______"
247,12476874415,"The temperatures of two large parallel plates of equal emissivity are 900 K and 300 K. A reflection radiation shield of low emissivity and negligible conductive resistance is placed parallelly between them. The steady-state temperature of the shield, in K, is"
248,12476874416,"Hot oil at 110 ℃ heats water from 30 ℃ to 70 ℃ in a counter-current double-pipe heat exchanger. The flow rates of water and oil are 50 kg min−1 and 100 kg min−1 , respectively and their specific heat capacities are 4.2 kJ kg−1 ℃−1 and 2.0 kJ kg−1 ℃−1 , respectively. Assume the heat exchanger is at steady state. If the overall heat transfer coefficient is 200 W m−2 ℃−1 , the heat transfer area in m2 is"
249,12476874417,"Hot oil at 110 ℃ heats water from 30 ℃ to 70 ℃ in a counter-current double-pipe heat exchanger. The flow rates of water and oil are 50 kg min−1 and 100 kg min−1 , respectively and their specific heat capacities are 4.2 kJ kg−1 ℃−1 and 2.0 kJ kg−1 ℃−1 , respectively. Assume the heat exchanger is at steady state. If the overall heat transfer coefficient is 200 W m−2 ℃−1 , the heat transfer area in m2 is"
250,12476874418,"A gas stream containing 95 mol% CO2 and 5 mol% ethanol is to be scrubbed with pure water in a counter-current, isothermal absorption column to remove ethanol. The desired composition of ethanol in the exit gas stream is 0.5 mol%. The equilibrium mole fraction of ethanol in the gas phase, 𝑦 ∗ , is related to that in the liquid phase, 𝑥, as 𝑦 ∗ = 2𝑥. Assume CO2 is insoluble in water and neglect evaporation of water. If the water flow rate is twice the minimum, the mole fraction of ethanol in the spent water is"
251,12476874419,"Sulfur dioxide (SO2) gas diffuses through a stagnant air-film of thickness 2 mm at 1 bar and 30 ℃. The diffusion coefficient of SO2 in air is 1 × 10−5 m2 s −1 . The SO2 partial pressures at the opposite sides of the film are 0.15 bar and 0.05 bar. The universal gas constant is 8.314 J mol−1 K −1 . Assuming ideal gas behavior, the steady-state flux of SO2 in mol m−2 s −1 through the air-film is"
252,12476874420,"A simple distillation column separates a binary mixture of 𝐴 and 𝐵. The relative volatility of 𝐴 with respect to 𝐵 is 2. The steady-state composition of 𝐴 in the vapour leaving the 1 st , 2 nd and 3 rd trays in the rectifying section are 94, 90 and 85 mol%, respectively. For ideal trays and constant molal overflow, the reflux-to-distillate ratio is"
253,12476874421,"Alumina particles with an initial moisture content of 5 kg per kg dry solid are dried in a batch dryer. For the first two hours, the measured drying rate is constant at 2 kg m−2 h −1 . Thereafter, in the falling-rate period, the rate decreases linearly with the moisture content. The equilibrium moisture content is 0.05 kg per kg dry solid and the drying area of the particles is 0.5 m2 per kg dry solid. The total drying time, in h, to reduce the moisture content to half its initial value is"
254,12476874422,"A first-order heterogenous reaction 𝐴 → 𝐵 is carried out using a porous spherical catalyst. Assume isothermal conditions, and that intraphase diffusion controls the reaction rate. At a bulk 𝐴 concentration of 0.3 mol L −1 ,the observed reaction rate in a 3 mm diameter catalyst particle is 0.2 mol s −1 L −1 catalyst volume. At a bulk 𝐴 concentration of 0.1 mol L −1 , the observed reaction rate, in mol s −1L −1 catalyst volume, in a 6 mm diameter catalyst particle, is"
255,12476874423,"A first-order liquid phase reaction 𝐴 → 𝐵 is carried out in two isothermal plug flow reactors (PFRs) of volume 1 m3 each, connected in series. The feed flow rate and concentration of 𝐴 to the first reactor are 10 m3 h −1 and 1 kmol m−3 , respectively. At steady-state, the concentration of 𝐴 at the exit of the second reactor is 0.2 kmol m−3 . If the two PFRs are replaced by two equal-volume continuously stirred tank reactors (CSTRs) to achieve the same overall steady-state conversion, the volume of each CSTR, in m3 , is"
256,12476874424,"The Newton-Raphson method is used to solve 𝑓(𝑥) = 0, where 𝑓(𝑥) = 𝑒 𝑥 − 5𝑥. If the initial guess 𝑥 (0) = 1.0, the value of the next iterate, 𝑥 (1) , rounded off to 2 decimal places, is ______"
257,12476874425,"Consider the line integral ∫ 𝑭(𝒓) ⋅ 𝑑𝒓 𝐶 , with 𝑭(𝒓) = 𝑥 𝒊̂+ 𝑦 𝒋̂+ 𝑧 𝒌̂, where 𝒊̂, 𝒋̂and 𝒌̂ are unit vectors in the (𝑥, 𝑦, 𝑧) Cartesian coordinate system. The path C is given by 𝒓(𝑡) = cos(𝑡) 𝒊̂+ sin(𝑡) 𝒋̂+ 𝑡 𝒌̂, where 0 ≤ 𝑡 ≤ 𝜋. The value of the integral, rounded off to 2 decimal places, is _________"
258,12476874426,"Consider the ordinary differential equation 𝑥 2 𝑑 2𝑦 𝑑𝑥 2 − 𝑥 𝑑𝑦 𝑑𝑥 − 3𝑦 = 0, with the boundary conditions 𝑦(𝑥 = 1) = 2 and 𝑦(𝑥 = 2) = 17⁄2. The solution 𝑦(𝑥) at 𝑥 = 3⁄2 , rounded off to 2 decimal places, is ___________"
259,12476874427,"Consider the function 𝑓(𝑥, 𝑦, 𝑧) = 𝑥 4 + 2 𝑦 3 + 𝑧 2 . The directional derivative of the function at the point 𝑃 (−1, 1, −1) along (𝒊̂+ 𝒋̂), where 𝒊̂and 𝒋̂are unit vectors in the x and y directions, respectively, rounded off to 2 decimal places, is _______"
260,12476874428,"Methane combusts with air in a furnace as 𝐶𝐻4 + 2𝑂2 → 𝐶𝑂2 + 2𝐻2𝑂. The heat of reaction 𝛥𝐻𝑟𝑥𝑛 = −880 kJ per mol 𝐶𝐻4 and is assumed to be constant. The furnace is well-insulated and no other side reactions occur. All components behave as ideal gases with a constant molar heat capacity of 44 J mol−1 ℃−1 . Air may be considered as 20 mol% 𝑂2 and 80 mol% 𝑁2. The air-fuel mixture enters the furnace at 50 °C. The methane conversion 𝑋 varies with the air-to-methane mole ratio, 𝑟, as 𝑋 = 1 − 0.1 𝑒 −2(𝑟−𝑟𝑠 ) with 0.9 𝑟𝑠 ≤ 𝑟 ≤ 1.1 𝑟𝑠 where 𝑟𝑠 is the stoichiometric air-to-methane mole ratio. For 𝑟 = 1.05 𝑟𝑠 , the exit flue gas temperature in ℃, rounded off to 1 decimal place, is ______"
261,12476874429,"Ethylene obeys the truncated virial equation-of-state 𝑃𝑉 𝑅𝑇 = 1 + 𝐵𝑃 𝑅𝑇 where P is the pressure, V is the molar volume, T is the absolute temperature and B is the second virial coefficient. The universal gas constant 𝑅 = 83.14 bar cm3 mol−1K −1 . At 340 K, the slope of the compressibility factor vs. pressure curve is −3.538 × 10−3 bar−1 . Let 𝐺 𝑅 denote the molar residual Gibbs free energy. At these conditions, the value of ( 𝜕𝐺 𝑅 𝜕𝑃 ) 𝑇 , in cm3 mol−1 , rounded off to 1 decimal place, is ___________"
262,12476874430,"A metallic spherical particle of density 7001 kg m−3 and diameter 1 mm is settling steadily due to gravity in a stagnant gas of density 1 kg m−3 and viscosity 10−5 kg m−1 s −1 . Take 𝑔 = 9.8 m s −2 . Assume that the settling occurs in the regime where the drag coefficient 𝐶𝐷 is independent of the Reynolds number, and equals 0.44. The terminal settling velocity of the particle, in m s −1 , rounded off to 2 decimal places, is ____"
263,12476874431,"Heat is available at a rate of 2 kW from a thermal reservoir at 400 K. A two-stage process harnesses this heat to produce power. Stages 1 and 2 reject heat at 360 K and 300 K, respectively. Stage 2 is driven by the heat rejected by Stage 1. If the overall process efficiency is 50% of the corresponding Carnot efficiency, the power delivered by the process, in kW, rounded off to 2 decimal places, is ______"
264,12476874432,"A PD controller with transfer function 𝐺𝑐 is used to stabilize an open-loop unstable process with transfer function 𝐺𝑝, where 𝐺𝑐 = 𝐾𝑐 𝜏𝐷𝑠 + 1 ( 𝜏𝐷 20) 𝑠 + 1 , 𝐺𝑝 = 1 (𝑠 − 1)(10𝑠 + 1) and time is in minutes. From the necessary conditions for closed-loop stability, the maximum feasible value of 𝜏𝐷, in minutes, rounded off to 1 decimal place, is ____________"
265,12476874433,"A PD controller with transfer function 𝐺𝑐 is used to stabilize an open-loop unstable process with transfer function 𝐺𝑝, where 𝐺𝑐 = 𝐾𝑐 𝜏𝐷𝑠 + 1 ( 𝜏𝐷 20) 𝑠 + 1 , 𝐺𝑝 = 1 (𝑠 − 1)(10𝑠 + 1) and time is in minutes. From the necessary conditions for closed-loop stability, the maximum feasible value of 𝜏𝐷, in minutes, rounded off to 1 decimal place, is ____________"
267,12476874435,"How many 4-digit positive integers divisible by 3 can be formed using only the digits {1, 3, 4, 6, 7}, such that no digit appears more than once in a number?"
268,12476874436,"The probability of a boy or a girl being born is 1/2. For a family having only three children, what is the probability of having two girls and one boy?"
269,12476874437,"Critical micellar concentration of a surfactant is 0.008 M in water at 25 °C. If the aggregation number of the micelles is 80, the concentration of the micelles (in M) present in 0.088 M aqueous solution of the surfactant at 25 °C is"
270,12476874438,The crystal field stabilization energy of [Cr(NH3)6] 3+ with Δ0 value of 21600 cm−1 is y cm−1 . The value of |y| is___.
271,12476874439,The number of metal-metal bond(s) in the complex [(5 ƞ-Cp)Mo(CO)2]2 is x and in [( 5 ƞ-Cp)2Fe2(CO)3] is y. The value of x + y is ___. (Assume 18 electron rule is followed.)
272,12476874440,"1H NMR spectrum of a mixture containing CH3Br (x mol) and (CH3)3CBr (y mol) shows two singlets at 2.7 ppm and 1.8 ppm, with the relative ratio of 3:1 (integration value), respectively. The value of x/y is ____."
273,12476874441,The partial vapor pressure of 0.1 molal solution of B in liquid A is 60 kPa at 300 K. The partial vapor pressure (in kPa) of a solution containing B with mole fraction of 0.1 in liquid A at 300 K is ___. (Assume the solute B obeys Henry’s law. The molar mass of A is 80 g mol-1 .)
274,12476874442,"In the EPR spectrum of an aqueous solution of VOSO4 at room temperature, the total number of hyperfine splitting signals is"
275,12476874443,The turnover frequency (in h −1 ) of a reaction where 5 mol% of a catalyst is required for 90% conversion in 3 h is ____.
276,12476874444,"In thermogravimetric analysis, 12.45 mg of CuSO4·5H2O was subjected to heating under N2 atmosphere. At a particular temperature, there was a weight loss of 3.6 mg. The number of water molecule(s) lost per formula unit is ____. (Given molar mass (in g mol-1 ) of H = 1.0, O = 16.0, S = 32.0, and Cu = 63.5)"
277,12476874445,2 mol of a monoatomic ideal gas with initial volume of 5 L and pressure 10 bar undergoes an irreversible adiabatic expansion against a constant final pressure of 1 bar. The final volume (in L) is ______. (Given: R = 8.314 × 10-2 L bar mol-1 K -1 )
278,12476874446,"On a given day, how many times will the second-hand and the minute-hand of a clock cross each other during the clock time 12:05:00 hours to 12:55:00 hours?"
279,12476874447,Three distinct sets of indistinguishable twins are to be seated at a circular table that has 8 identical chairs. Unique seating arrangements are defined by the relative positions of the people. How many unique seating arrangements are possible such that each person is sitting next to their twin?
280,12476874448,The number of planes of symmetry in a tetrahedron is
281,12476874449,"Assume heat producing elements are uniformly distributed within a 16 km thick layer in the crust in a heat flow province. Given that the surface heat flow and reduced heat flow are 54 mW/m2 and 22 mW/m2 , respectively, the radiogenic heat production in the given crustal layer in W/m3 is ___________ (in integer)."
282,12476874450,"A confined aquifer with a uniform saturated thickness of 10 m has hydraulic conductivity of 10−2 cm/s. Considering a steady flow, the transmissivity of the aquifer in m2 /day is _________________ (rounded off to one decimal place)"
283,12476874451,A current of 2 A passes through a cylindrical rod with uniform cross-sectional area of 4 m2 and resistivity of 100 Ω-m. The magnitude of the electric field (E) measured along the length of the rod in V/m is _______________ (in integer).
284,12476874452,"In radiometric surveys, potassium in subsurface rocks will show a γ-ray peak in which one of the following MeV energy channels?"
285,12476874453,Assume the acceleration due to gravity is 10 m/s2 . The geoid height anomaly in metres due to the gravitational potential anomaly of −59 m2 /s 2 measured over the spheroid is
286,12476874454,"A spherical ore body produces a maximum gravity anomaly of 18 mGal when its centre is at a depth of 2 km from the surface. Assuming that the density contrast and the radius of the body remain unchanged, the ore body will produce a maximum gravity anomaly of 2 mGal if the depth to its centre in km is ______( in integer)."
287,12476874455,"The ratio of the largest to the smallest amplitude of waveforms that can be accurately recorded by a digital seismometer is reported as 107 . Then, the dynamic range of the seismometer in dB is _____(in integer)."
288,12476874456,"A petroleum company estimates that a reservoir holds oil with a prior probability of 60 %. It then acquires petrophysical data that suggests the presence of oil. If the petrophysical analysis is accurate with a probability of 70 %, the posterior probability of the presence of oil in % is _____(rounded off to two decimal places)."
289,12476874457,"The magnitude of horizontal and vertical components of the total magnetic field at a particular location are 40500 nT and 36450 nT, respectively. The magnetic inclination at the same location in degrees is __________(rounded off to one decimal place)."
290,12476874458,A Wenner resistivity survey was performed with a spacing of 15 m between the current electrodes. Potential difference values of −25 mV and 225 mV were measured before and after injecting 100 mA current into the ground. The apparent resistivity in -m after correcting for the self-potential effect is
291,12476874459,Nine equally spaced electrodes are placed along a profile to perform Dipole-Dipole multi-electrode resistivity imaging. The maximum number of data points that can be obtained at measurement level n = 2 is
292,12476874460,"A magnetic field (B) of strength 50000 nT induces a magnetization (M) of magnitude 5 A/m in a rock. Given the magnetic permeability of free space 𝜇0 = 4𝜋 × 10−7 H/m, the susceptibility of the rock is ______________(rounded off to three decimal places)."
293,12476874461,"The amplitude of a monochromatic 1000 Hz EM wave reduces by a factor of 1/𝑒 after penetrating to a depth of 100 m in a homogeneous medium. Given the magnetic permeability of free space 𝜇0 = 4𝜋 × 10−7 H/m, the electrical conductivity of the medium in S/m is ______________(rounded off to three decimal places)."
294,12476874462,"A plane P-wave is incident at an angle of 60º with respect to the normal to a horizontal reflector. If the incident medium is a homogeneous Poisson solid (Poisson’s ratio of 0.25), the angle of the reflected, mode-converted S-wave in degrees with respect to the normal is _____(rounded off to one decimal place)."
295,12476874463,"A marine seismic survey was performed in a region with a flat, horizontal sea bed at a depth of 100 m from the sea surface. The datum of the stacked seismic section was fixed at the sea surface. If the P-wave velocity in water is 1600 m/s, the radius of the first Fresnel zone at the sea bed at a frequency of 50 Hz corresponding to the stacked seismic section is _________(rounded off to one decimal place)."
296,12476874464,A stacked seismic section shows a single dipping event with a slope of 0.5 s/km. Stolt migration with a constant velocity of 2 km/s is applied to the data. The dip of the event in the migrated section in degrees is _______(rounded off to one decimal place).
297,12476874465,The number of half-lives (𝑡1/2) required for a radioactive isotope to decrease to 2 % of its original abundance is ________(rounded off to two decimal places).
298,12476874466,A monochromatic cosine wave with frequency of 0.24 Hz and wavelength 16 km interferes with another monochromatic cosine wave with frequency 0.3 Hz and wavelength 10 km. The group velocity of the resulting wave in km/s is ____________(rounded off to one decimal place).
316,12476874484,"Find the odd one out in the set: {19, 37, 21, 17, 23, 29, 31, 11} "
317,12476874485,"In the following series, identify the number that needs to be changed to form the Fibonacci series.  1, 1, 2, 3, 6, 8, 13, 21,… "
318,12476874486,"Take two long dice (rectangular parallelepiped), each having four rectangular faces labelled as 2, 3, 5, and 7. If thrown, the long dice cannot land on the square faces and has 1/4 probability of landing on any of the four rectangular faces. The label on the top face of the dice is the score of the throw.  If thrown together, what is the probability of getting the sum of the two long dice scores greater than 11? "
319,12476874487,"The velocity field of a two-dimensional, incompressible flow is given by  𝑉 ⃗ = 2 sinh𝑥 𝑖 + 𝑣(𝑥,𝑦) 𝑗 where 𝑖 and 𝑗 denote the unit vectors in  𝑥 and 𝑦 directions, respectively. If 𝑣(𝑥,0) = cosh𝑥, then 𝑣(0,−1) is "
320,12476874488,"Consider incompressible laminar flow over a flat plate with freestream velocity of 𝑢∞. The Nusselt number corresponding to this flow velocity is 𝑁𝑢1. If the freestream velocity is doubled, the Nusselt number changes to 𝑁𝑢2. What is the value for 𝑁𝑢2 / 𝑁𝑢1.   "
321,12476874489,A furnace can supply heat steadily at 1200 K at a rate of 24000 kJ/min. The maximum amount of power (in kW) that can be produced by using the heat supplied by this furnace in an environment at 300 K is 
322,12476874490,"The change in kinetic energy ∆𝐸 of an engine is 300 J, and minimum and maximum shaft speeds are 𝜔 𝑚𝑖𝑛 = 220 rad/s and 𝜔 𝑚𝑎𝑥 = 280 rad/s, respectively. Assume that the torque-time function is purely harmonic. To achieve a coefficient of fluctuation of 0.05, the moment of inertia (in kg.m^2) of the flywheel to be mounted on the engine shaft is "
323,12476874491,"A linear spring-mass-dashpot system with a mass of 2 kg is set in motion with viscous damping. If the natural frequency is 15 Hz, and the amplitudes of two successive cycles measured are 7.75 mm and 7.20 mm, the coefficient of viscous damping (in N.s / m) is   "
324,12476874492,"A queueing system has one single server workstation that admits an infinitely long queue. The rate of arrival of jobs to the queueing system follows the Poisson distribution with a mean of 5 jobs/hour. The service time of the server is exponentially distributed with a mean of 6 minutes. In steady state operation of the queueing system, the probability that the server is not busy at any point in time is "
325,12476874493,"A company orders gears in conditions identical to those considered in the economic order quantity (EOQ) model in inventory control. The annual demand is 8000 gears, the cost per order is 300 rupees, and the holding cost is 12 rupees per month per gear. The company uses an order size that is 25% more than the optimal order quantity determined by the EOQ model. The percentage change in the total cost of ordering and holding inventory from that associated with the optimal order quantity is "
326,12476874494,"If 𝑥(𝑡) satisfies the differential equation 𝑡 *𝑑𝑥/𝑑𝑡 +(𝑡 −𝑥) =0 subject to the condition 𝑥(1) = 0,  then the value of 𝑥(2) is ________ (rounded off to 2 decimal places). "
327,12476874495,"Let 𝑋 be a continuous random variable defined on [0,1] such that its probability density function 𝑓(𝑥) = 1 for 0 ≤ 𝑥 ≤ 1 and 0 otherwise. Let 𝑌 = ln(𝑋 + 1). Then the expected value of 𝑌 is_____. (rounded off to 2 decimal places) "
328,12476874496,"Consider an air-standard Brayton cycle with adiabatic compressor and turbine, and a regenerator, as shown in the figure. Air enters the compressor at 100 kPa and 300 K and exits the compressor at 600 kPa and 550 K. The air exits the combustion chamber at 1250 K and exits the adiabatic turbine at 100 kPa and 800 K. The exhaust air from the turbine is used to preheat the air in the regenerator. The exhaust air exits the regenerator (state 6) at 600 K. There is no pressure drop across the regenerator and the combustion chamber. Also, there is no heat loss from the regenerator to the surroundings. The ratio of specific heats at constant pressure and volume is 𝑐𝑝 / 𝑐𝑣 1.4. The thermal efficiency of the cycle is _________ % (answer in integer). "
329,12476874497,"Consider a slab of 20 mm thickness. There is a uniform heat generation of  𝑞 = 100 MW/m^3 inside the slab. The left and right faces of the slab are maintained at 150 °C and 110 °C, respectively. The plate has a constant thermal conductivity of 200 W/(m.K). Considering a 1-D steady state heat conduction, the location of the maximum temperature from the left face will be at _____mm (answer in integer).  "
330,12476874498,"A condenser is used as a heat exchanger in a large steam power plant in which steam is condensed to liquid water. The condenser is a shell and tube heat exchanger which consists of 1 shell and 20,000 tubes. Water flows through each of the tubes at a rate of 1 kg/s with an inlet temperature of 30 °C. The steam in the condenser shell condenses at the rate of 430 kg/s at a temperature of 50 °C. If the heat of vaporization is 2.326 MJ/kg and specific heat of water is 4 kJ/(kg.K), the effectiveness of the heat exchanger is ________ (rounded off to 3 decimal places). "
331,12476874499,"Consider a hemispherical furnace of diameter 𝐷 = 6 m with a flat base. The dome of the furnace has an emissivity of 0.7 and the flat base is a blackbody. The base and the dome are maintained at uniform temperature of 300 K and 1200 K, respectively. Under steady state conditions, the rate of radiation heat transfer from the dome to the base is ________kW (rounded off to the nearest integer). Use Stefan-Boltzmann constant = 5.67 ×10^(-8) W/(m^2 K^4)"
332,12476874500,"A liquid fills a horizontal capillary tube whose one end is dipped in a large pool of the liquid. Experiments show that the distance 𝐿 travelled by the liquid meniscus inside the capillary in time 𝑡 is given by  𝐿 =𝑘 * 𝛾^𝑎 * 𝑅^𝑏 * 𝜇^𝑐 * √𝑡 , where 𝛾 is the surface tension, 𝑅 is the inner radius of the capillary, and 𝜇 is the dynamic viscosity of the liquid. If 𝑘 is a dimensionless constant, then the exponent 𝑎 is __________ (rounded off to 1 decimal place). "
333,12476874501,"A cutting tool provides a tool life of 60 minutes while machining with the cutting speed of 60 m/min. When the same tool is used for machining the same material, it provides a tool life of 10 minutes for a cutting speed of 100 m/min. If the cutting speed is changed to 80 m/min for the same tool and work material combination, the tool life computed using Taylor’s tool life model is____________ minutes (rounded off to 2 decimal places). "
334,12476874502,Aluminium is casted in a cube-shaped mold having dimensions as 20 mm × 20 mm × 20 mm. Another mold of the same mold material is used to cast a sphere of aluminium having a diameter of 20 mm. The pouring temperature for both cases is the same. The ratio of the solidification times of the cube-shaped mold to the spherical mold is ________ (answer in integer). 
335,12476874503,A blanking operation is performed on C20 steel sheet to obtain a circular disc having a diameter of 20 mm and a thickness of 2 mm. An allowance of 0.04 is provided. The punch size used for the operation is ___________ mm (rounded off to 2 decimal places). 
336,12476874504,"In an arc welding process, the voltage and current are 30 V and 200 A, respectively. The cross-sectional area of the joint is 20 mm^2 and the welding speed is 5 mm/s. The heat required to melt the material is 20 J/s. The percentage of heat lost to the surrounding during the welding process is _________ (rounded off to 2 decimal places). "
337,12476874505,"A flat surface of a C60 steel having dimensions of 100 mm (length) × 200 mm (width) is produced by a HSS slab mill cutter. The 8-toothed cutter has 100 mm diameter and 200 mm width. The feed per tooth is 0.1 mm, cutting velocity is 20 m/min and depth of cut is 2 mm. The machining time required to remove the entire stock is _____________ minutes (rounded off to 2 decimal places). "
338,12476874506,"A student was supposed to multiply a positive real number 𝑝 with another positive real number 𝑞. Instead, the student divided 𝑝 by 𝑞. If the percentage error in the student’s answer is 80%, the value of 𝑞 is "
339,12476874507,"A rectangular mine airway of 2.0 m width and 2.5 m height has a bend with deflection of 𝜋/4 radian. If the radius of curvature of the bend is 4.0 m, the shock factor of the bend is (round off to three decimals) "
340,12476874508,"In an underground coal mine, two fatalities and three serious bodily injuries occurred during the year 2022. The average daily employment is 1100 and annual working days is 300. The severity index as per DGMS guideline for the mine is  "
341,12476874509,"For a geared engine winding system, the man winding cage is placed at its normal position at pit top of the shaft. As per CMR 2017, the minimum space, in m, between the center of the hole of the detaching hook attached to the rope shackle and detaching belt plate is  "
342,12476874510,"In a M/M/1 system, the inter-arrival time of dumpers to a shovel follows exponential distribution with a mean arrival rate of 9 dumpers per hour. The service time of the shovel follows exponential distribution with a mean service rate of 12 dumpers per hour. The probability that exactly one dumper is available to the shovel is  "
343,12476874511,"The magnitude of the curl of the vector 𝐅 = 2𝑥𝐢 + 3𝑦𝐣 + 4𝑧𝐤, is   "
344,12476874512,"An explosive with a density of 1.2 g/cm^3 has a heat of explosion equal to 900 cal/g. If the heat of explosion of ANFO with density of 0.8 g/cm^3 is 950 cal/g, the bulk strength of the explosive relative to ANFO is _____. (round off up to 2 decimals)  "
345,12476874513,"A coal washery discharges 300 m^3/day of contaminated water in a stream having a flow rate of 0.04 m^3/s. The DO level of the stream and the contaminated water are 8.5 mg/L and 4 mg/L, respectively. Neglecting the impact of temperature, the resultant DO, in mg/L, of the stream just after mixing is_______. (round off up to 2 decimals)  "
346,12476874514,"The combined sound pressure level measured at a point in a production bench due to one dumper and one shovel is 95 dB(A). If the sound pressure level of shovel alone is 90 dB(A), the sound pressure level of the dumper alone, in dB(A), at the same point is________, (round off up to 2 decimals)  "
347,12476874515,"The void ratio of an unconsolidated soil heap of volume 1000 m^3 is 1.0. If the soil heap is consolidated to a volume of 800 m^3, the corresponding void ratio is________. (round off up to 2 decimals)"
348,12476874516,"For a circular path of radius 300 m, the super elevation is restricted to 0.1 m for a width of 1.6 m. The maximum speed, in m/s, of vehicle to avoid overturn is ____. (round off up to 2 decimals) "
349,12476874517,"In a VCR stope, blast holes of 165 mm diameter are drilled. For the blast hole to behave as a spherical charge, the maximum charge length, in m, is_____. (round off up to 2 decimals)  "
350,12476874518,"A rectangular development heading of dimension 3 m × 2.8 m is to be blasted with holes of 2.4 m in length. If the pull factor is 0.95 and swell factor is 1.20, the volume of blasted rock per round, in m^3, is______.  (round off up to 2 decimals) "
351,12476874519,"Four identical districts of a mine are ventilated with a quantity of 3500 m^3/min at a fan drift pressure of 1.15 kPa. When one of the districts is sealed off, the change in resultant resistance is 0.072 Ns^2 m^(−8). If the fan is stopped, keeping a district sealed, the quantity through the mine becomes 850 m^3/min. The natural ventilation pressure in Pa, is    "
352,12476874520,"A thermal power plant has an agreement with three mines M1, M2 and M3 to receive ‘Grade 1’ coal, in the proportion of 60%, 25% and 15%, respectively. The probabilities that a wagon supplied coal to the plant containing below ‘Grade 1’ from mines M1, M2 and M3 are 0.02, 0.03 and 0.04, respectively. On a random check, a sample wagon is found to carry below ‘Grade 1’ coal. The probability that the wagon belongs to mine M1, is ______.  (round off up to 2 decimals)"
353,12476874521,"Polluted air with particulate matters of diameter 50 µm enter with a horizontal velocity of 1.0 m/s at a height of 0.5 m from the bottom of a dry settling chamber. The density of the particle is 2000 kg/m^3 and dynamic viscosity of the air is 1.8 × 10^(−5) kg/m-s.  Assume streamline flow and the density of air is negligible as compared to particles and uniform horizontal velocity of 1.0 m/s of gas and particles within the chamber.  Considering particle settling follows Stoke’s law, the minimum length in m, of the chamber required for settling of the particle at its bottom, is ______.  (round off up to 2 decimals)  "
354,12476874522,"The data obtained from an air sample analysis of an old working in a coal mine are given.   O2 17.15%, CO2 3.40%, CH4 2.20%, and N2 77.25%.  Considering atmospheric air contains  O2 20.95%, CO2 0.03%, and N2 79.02%,  the percentage of blackdamp in the old working, is __. (round off up to 2 decimals) "
355,12476874523,"A rectangular face of 2.0 m x 2.5 m dimension is blasted with 20 kg explosive in a 1000 m long drive. One kilogram of explosive produces 2200 cm^3 of nitrous fumes. The face is ventilated with a duct, located 10.0 m away from the face, to dilute the fumes.  The quantity of air, in m^3/s to be circulated for reducing the concentration of nitrous fumes to 5 ppm within a period of 5 minutes, is ____. (round off up to 2 decimals)  [Use the relation, 𝑡 = (2.303*𝑉𝑚 / 𝑄) * (log (𝑞 / 𝑉𝑚 * 𝑐)) + (𝑉−𝑉𝑚) / 𝑄 , where t = time, 𝑉𝑚 = volume of the tunnel over which the mixing of the gases produced at the face, and air delivered by the fan occurs, 𝑐 = concentration at time, t, 𝑉 = volume of tunnel, 𝑄 = quantity of air flow, 𝑞 = total volume of nitrous fumes produced] "
356,12476874524,"The root of the function, 𝑓(𝑥) = 𝑥^3 − 2𝑥^2 + 3𝑥 − 1 in the interval [0, 1] using bisection method after two iterations, is ______.  (round off up to 2 decimals) "
357,12476874525,"A Bord and Pillar panel is developed at a depth of 250 m in a flat coal seam. The vertical stress gradient is 0.027 MPa/m. If the strength of a square pillar is 12.5 MPa, the extraction ratio of the pillar for a safety factor of 1.5, is ______.  (round off up to 2 decimals)"
358,12476874526,"A Mohr-Coulomb envelop between shear stress, τ and normal stress, 𝜎𝑛 of a sandstone rock is given as  𝜏 = 7.5+0.84 𝜎𝑛 (unit of stresses is MPa) A sandstone sample is tested in triaxial mode with confining pressure of 5.0 MPa. The value of the shear stress, 𝜏 in MPa at the failure, is______.  (round off up to 2 decimals) "
